Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 1	Expression 2	Expression 3	Expression 4	Expression 5	Expression 6	Expression 7	Expression 8	Expression 9	Expression 10	Expression 11	Expression 12	Expression 13	Expression 14	Expression 15	Expression 16
	2116428	2115148		-	wcaK	b2045	Colanic acid biosynthesis protein	1	1	1	2	1	2	0	1	1	1	24	6	19	11	32	33
2118182	2118182	2116704	2116704	-	wzxC	b2046	predicted colanic acid exporter	0	0	1	1	1	0	1	0	0	0	22	3	15	11	29	40
2119578	2119578	2118184	2118184	-	wcaJ	b2047	predicted UDP-glucose lipid carrier transferase	0	0	0	0	0	1	0	0	0	1	21	1	17	7	22	28
	2121003	2119633		-	cpsG	b2048	phosphomannomutase	0	0	0	0	1	1	0	0	0	0	14	3	14	8	20	22
2122544	2122544	2121108	2121108	-	cpsB	b2049	mannose-1-phosphate guanyltransferase	0	0	0	0	0	0	0	0	0	0	33	5	26	13	43	47
	2123770	2122547		-	wcaI	b2050	predicted glycosyl transferase	0	0	0	0	0	0	0	0	0	0	16	3	9	6	16	18
	2124246	2123767		-	gmm	b2051	GDP-mannose mannosyl hydrolase	0	0	1	0	0	0	1	0	1	0	13	3	8	7	20	26
	2125214	2124249		-	fcl	b2052	bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/ GDP-4-dehydro-6-L-deoxygalactose reductase	0	0	0	0	0	0	0	0	0	0	9	2	9	5	15	16
	2126338	2125217		-	gmd	b2053	"GDP-D-mannose dehydratase, NAD(P)-binding"	0	0	0	1	2	1	0	1	0	0	22	4	20	11	27	34
2126912	2126912	2126364	2126364	-	wcaF	b2054	predicted acyl transferase	0	0	0	0	2	0	0	1	0	0	18	3	15	8	26	29
2127684	2127674	2126928	2126913	-	wcaE	b2055	predicted glycosyl transferase	0	0	1	1	2	1	0	2	1	0	19	4	20	14	30	36
	2128902	2127685	2127685	-	wcaD	b2056	predicted colanic acid polymerase	0	0	0	1	2	1	0	2	0	0	43	9	23	26	72	90
	2130094	2128877		-	wcaC	b2057	predicted glycosyl transferase	0	0	0	0	0	1	0	0	0	0	19	3	16	10	33	35
2130579	2130579	2130091		-	wcaB	b2058	predicted acyl transferase	0	0	0	0	0	1	2	0	0	0	13	5	18	13	31	35
2131430	2131421	2130582	2130582	-	wcaA	b2059	predicted glycosyl transferase	0	0	0	0	0	0	0	0	0	0	30	6	26	15	30	33
2133678	2133676	2131514	2131488	-	wzc	b2060	protein-tyrosine kinase	0	0	0	1	1	0	1	1	0	0	24	4	21	11	41	46
2134122	2134122	2133679	2133679	-	wzb	b2061	protein-tyrosine phosphatase	0	0	0	0	1	0	0	0	0	0	14	2	14	6	26	28
2135284	2135267	2134128	2134128	-	wza	b2062	lipoprotein required for capsular polysaccharide translocation through the outer membrane	0	0	0	0	1	0	0	1	0	0	24	7	23	10	36	38
2135922	2135926	2137509	2137571	+	yegH	b2063	inner membrane protein	46	45	43	30	37	53	31	37	40	36	37	39	44	45	64	51
2139636	2139636	2137783	2137748	-	asmA	b2064	predicted assembly protein	74	71	81	67	68	73	70	71	69	74	73	61	66	63	70	73
2140283	2140239	2139658	2139658	-	dcd	b2065	2'-deoxycytidine 5'-triphosphate deaminase	244	235	232	204	193	199	203	194	180	232	93	135	160	102	92	80
2141000	2140972	2140331	2140325	-	udk	b2066	uridine/cytidine kinase	248	251	313	246	202	158	196	255	155	198	92	102	84	101	72	78
2141290	2141290	2144607	2144631	+	yegE	b2067	"predicted diguanylate cyclase, GGDEF domain signaling protein"	4	4	5	6	7	12	5	8	9	6	43	34	37	40	58	57
2145564	2145564	2144716		-	alkA	b2068	3-methyl-adenine DNA glycosylase II	3	3	4	4	5	8	5	5	8	5	20	11	21	10	25	26
	2145698	2147050	2147050	+	yegD	b2069	predicted chaperone	35	33	79	45	25	5	43	42	11	46	18	9	15	15	19	23
2149009	2149009	2147063	2147063	-	yegI	b2070	conserved protein	2	2	3	2	3	3	2	3	2	2	25	10	23	18	37	39
2149183	2149209	2149670	2149670	+	yegJ	b2071	predicted protein	3	3	3	1	2	2	2	2	1	2	41	16	30	24	48	67
	2150496	2149735		-	yegK	b2072	predicted protein	0	0	1	0	1	0	0	0	0	0	19	4	19	9	30	35
2151152	2151152	2150493		-	yegL	b2073	conserved protein	0	1	1	0	0	0	1	0	0	0	30	5	36	17	50	53
2151333			2151475	+	sibA	b4436	-	4	1	3	1	0	0	14	4	3	7	46	22	37	30	59	50
2151466	2151432	2151373	2151180	-	ibsA	b4667	toxic membrane protein	0	0	0	0	0	3	0	0	0	0	20	2	20	12	28	36
2151668			2151803	+	sibB	b4437	-	1	2	4	1	0	0	6	0	0	2	57	15	61	41	69	94
2151840	2151761	2151705	2151545	-	ibsB	b4668	toxic membrane protein	0	0	0	0	1	0	2	2	0	0	57	17	50	37	91	95
2152040	2152040	2153287		+	mdtA	b2074	"multidrug efflux system, subunit A"	13	13	12	9	7	13	7	8	9	7	22	12	22	20	27	27
	2153287	2156409		+	mdtB	b2075	"multidrug efflux system, subunit B"	3	3	3	3	2	4	3	2	2	2	21	8	16	12	25	25
	2156410	2159487		+	mdtC	b2076	"multidrug efflux system, subunit C"	4	4	4	4	4	4	3	4	4	3	19	8	19	11	21	24
	2159488	2160903		+	mdtD	b2077	predicted transporter with no MDR phenotype when mutated or cloned	4	3	4	3	3	4	1	3	3	3	21	7	19	14	32	36
	2160900	2162303		+	baeS	b2078	sensory histidine kinase in two-component regulatory system with BaeR	6	5	6	7	7	12	6	6	8	4	21	11	17	12	27	28
	2162300	2163022	2163022	+	baeR	b2079	DNA-binding response regulator in two-component regulatory system with BaeS	36	34	38	31	32	51	26	32	42	23	41	34	49	34	62	66
2163212	2163213	2163545	2163551	+	yegP	b2080	"conserved protein, UPF0339 family"	2	2	6	5	16	39	5	15	29	5	759	1698	460	1522	1343	402
2163677	2163692	2165053	2165053	+	yegQ	b2081	predicted peptidase	247	253	305	236	165	25	194	184	41	182	66	68	79	72	64	65
2165138			2165224	+	cyaR	b4438	-	9	8	10	1	2	0	9	2	0	3	22	3	25	8	27	46
	2165544	2165326		-	ogrK	b2082	positive regulator of P2 growth (insertion of P2 ogr gene into the chromosome)	39	34	28	14	18	8	7	23	7	6	29	8	14	13	36	38
2166345	2166330	2166013	2165936	-	yegR	b2085	predicted protein	1	2	0	0	1	1	1	1	0	0	28	17	35	20	56	70
2166735	2166736	2167635	2167638	+	yegS	b2086	"phosphatidylglycerol kinase, metal-dependent"	4	4	4	16	30	35	5	25	27	3	131	266	119	298	262	124
2168257	2168260	2168559		+	insE	b2088	IS3 transposase A	20	19	18	22	33	19	12	29	13	10	41	30	31	48	53	50
	2168556	2169422		+	insF	b2089	IS3 transposase B	3	3	3	3	4	3	2	3	2	3	13	5	11	10	14	17
2170944	2170897	2169857	2169524	-	gatD	b2091	"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding"	41	58	32	150	93	43	231	202	183	224	692	27	1862	46	76	274
2170695			2170717	+	-	predicted RNA	antisense: gatD	7	11	7	47	11	8	73	24	40	56	382	6	1115	36	78	137
2172300	2172300	2170945	2170945	-	gatC	b2092	galactitol-specific enzyme IIC component of PTS	121	168	71	333	208	216	827	412	476	751	2218	94	3538	138	125	890
2170970			2171064	+	-	predicted RNA	antisense: gatC	10	12	12	60	17	11	96	25	51	56	512	42	1115	39	81	147
2172113			2172125	+	-	predicted RNA	antisense: gatC	3	6	4	44	9	13	88	19	36	65	621	27	924	36	36	185
2172613	2172588	2172304	2172301	-	gatB	b2093	galactitol-specific enzyme IIB component of PTS	156	211	83	370	319	239	856	511	689	747	3375	146	4059	212	123	1339
2172350			2172451	+	-	predicted RNA	antisense: gatB	4	7	8	59	13	16	99	33	30	60	967	18	1231	59	78	259
2172518			2172679	+	-	predicted RNA	antisense: gatA gatB	34	50	38	253	76	64	494	110	126	257	2349	118	2821	154	186	710
2173072	2173071	2172619	2172614	-	gatA	b2094	galactitol-specific enzyme IIA component of PTS	301	416	164	632	476	429	1564	810	1078	1344	4231	225	5570	351	191	1397
2172839			2172911	+	-	predicted RNA	antisense: gatA	9	12	20	69	12	22	144	32	46	93	763	31	934	53	55	195
2173075			2173098	+	-	predicted RNA	antisense: gatZ	10	13	13	56	19	16	150	32	39	75	663	30	978	64	87	201
2174343	2174343	2173081	2173081	-	gatZ	b2095	"D-tagatose 1,6-bisphosphate aldolase 2, subunit"	275	375	185	570	356	368	1194	670	927	1168	2178	167	4269	189	132	708
2173228			2173341	+	-	predicted RNA	antisense: gatZ	16	19	24	117	21	32	178	31	64	101	784	48	1131	64	76	215
2173848			2173871	+	-	predicted RNA	antisense: gatZ	10	10	31	73	15	21	105	44	47	80	391	35	844	36	47	93
2173952			2174051	+	-	predicted RNA	antisense: gatZ	24	32	70	183	51	76	340	79	166	263	761	69	1730	54	92	214
2174253			2174278	+	-	predicted RNA	antisense: gatZ	19	26	49	112	46	34	204	79	106	175	732	60	1190	95	127	318
2175239	2175226	2174372	2174344	-	gatY	b2096	"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit"	310	446	239	472	303	316	1117	646	808	1052	3510	267	4251	453	382	1748
2174488			2174581	+	-	predicted RNA	antisense: gatY	10	13	16	52	9	13	76	20	37	54	569	40	683	49	75	204
2174790			2175003	+	-	predicted RNA	antisense: gatY	23	33	40	93	39	47	179	57	75	137	1367	90	1748	126	195	638
2176636	2176586	2175534	2175534	-	fbaB	b2097	fructose-bisphosphate aldolase class I	7	6	5	24	20	52	11	18	44	11	217	562	424	318	135	91
2176824	2176843	2178120		+	yegT	b2098	"nucleoside transporter, low affinity"	5	5	7	4	3	1	7	5	4	9	37	9	40	23	43	52
	2178117	2179121		+	yegU	b2099	predicted hydrolase	9	10	9	9	6	6	9	10	8	9	22	4	21	8	24	28
	2179118	2180083	2180083	+	yegV	b2100	predicted kinase	6	6	9	7	5	5	9	5	6	7	22	5	19	9	21	25
2180812	2180803	2180057	2179982	-	yegW	b2101	predicted DNA-binding transcriptional regulator	13	15	14	18	13	14	13	14	12	8	24	11	26	14	31	36
2181673	2181673	2180855	2180855	-	yegX	b2102	predicted hydrolase	15	17	17	11	11	10	12	13	11	14	63	18	64	24	65	75
	2182538	2181738	2181731	-	thiD	b2103	bifunctional hydroxy-methylpyrimidine kinase/ hydroxy-phosphomethylpyrimidine kinase	3	3	10	5	1	2	0	4	0	1	45	40	64	48	44	50
2183330	2183323	2182535		-	thiM	b2104	hydoxyethylthiazole kinase	6	5	15	7	4	2	2	4	1	3	27	25	54	24	28	32
2183906	2183818	2183546	2183331	-	rcnR	b2105	DNA-binding transcriptional repressor of rcnA	64	67	71	49	62	67	49	66	56	43	95	66	78	75	107	94
2183871	2183939	2184763	2184779	+	rcnA	b2106	membrane protein conferring nickel and cobalt resistance	7	7	12	6	5	4	8	9	4	6	37	18	32	38	43	53
2184966	2184982	2185320	2185320	+	rcnB	b2107	periplasmic modulator of Ni and Co efflux	155	154	265	321	422	218	103	506	170	116	179	219	109	209	167	147
2186436	2186436	2185402	2185402	-	yehA	b2108	predicted fimbrial-like adhesin protein	0	0	0	0	1	1	0	0	1	0	43	7	20	22	50	59
2188932	2188932	2186452	2186437	-	yehB	b2109	predicted outer membrane protein	0	0	1	0	0	0	0	1	0	0	30	6	23	16	47	58
2189701	2189667	2188948	2188948	-	yehC	b2110	predicted periplasmic pilin chaperone	0	0	0	0	0	0	0	0	0	0	26	3	19	12	35	45
2190279	2190244	2189702	2189702	-	yehD	b2111	predicted fimbrial-like adhesin protein	0	0	0	0	1	0	0	0	0	0	33	4	19	14	39	46
2190854	2190818	2190537	2190528	-	yehE	b2112	predicted protein	5	6	6	7	12	22	8	15	17	12	240	412	124	360	352	176
2192397	2192190	2191081	2191038	-	mrp	b2113	antiporter inner membrane protein	184	184	117	128	148	147	131	126	115	101	56	90	57	69	49	48
2192319	2192322	2194355	2194355	+	metG	b2114	methionyl-tRNA synthetase	230	212	275	245	209	102	208	217	121	209	78	98	112	72	74	75
2198135	2198301	2201933	2201933	+	yehI	b2118	conserved protein	1	1	1	1	1	2	1	1	2	1	31	9	25	18	42	46
2201934	2201994	2202311	2202311	+	yehK	b4541	predicted protein	0	0	0	0	1	0	0	0	2	0	39	4	26	19	58	89
2202618	2202618	2203706	2203706	+	yehL	b2119	predicted transporter subunit: ATP-binding component of ABC superfamily	1	2	2	1	1	0	1	1	0	1	33	5	25	12	43	47
	2203717	2205996		+	yehM	b2120	predicted protein	0	0	0	0	0	0	1	0	0	0	18	3	17	9	24	26
	2205989	2207125	2207125	+	yehP	b2121	conserved protein	0	0	0	0	0	0	1	0	0	0	25	2	18	12	31	33
2209125	2209247	2209708	2209708	+	yehR	b2123	"lipoprotein, DUF1307 family"	4	4	2	3	3	4	3	3	2	3	27	9	22	17	37	43
2210242	2210218	2209748	2209748	-	yehS	b2124	"conserved protein, DUF1456 family"	153	151	150	143	152	70	106	172	100	112	78	61	68	85	82	73
	2210984	2210265	2210265	-	yehT	b2125	predicted response regulator in two-component system withYehU	38	44	40	37	26	25	62	49	58	76	49	15	50	30	54	67
2212667	2212666	2210981		-	yehU	b2126	"predicted sensory kinase in two-component system with YehT, inner membrane protein"	20	23	21	17	13	10	34	23	22	37	46	18	37	23	52	61
2212828	2212888	2213619	2213670	+	mlrA	b2127	DNA-binding transcriptional regulator	2	2	2	3	11	13	1	5	7	4	51	72	62	79	54	39
2213679	2213679	2213786	2213786	+	yohO	b4542	predicted protein	24	20	32	19	27	25	12	44	20	19	56	42	42	47	54	51
2214502	2214498	2213767	2213767	-	yehW	b2128	predicted transporter subunit: membrane component of ABC superfamily	1	1	1	3	4	3	3	3	5	1	27	27	30	39	55	46
	2215429	2214503	2214503	-	yehX	b2129	predicted transporter subunit: ATP-binding component of ABC superfamily	1	1	1	2	2	3	0	1	3	1	24	11	32	14	38	39
2216579	2216579	2215422		-	yehY	b2130	predicted transporter subunit: membrane component of ABC superfamily	0	1	1	4	3	5	1	2	3	1	26	19	38	21	49	51
2217532	2217503	2216586	2216580	-	osmF	b2131	predicted transporter subunit: periplasmic-binding component of ABC superfamily	1	2	2	6	12	11	1	10	6	1	97	198	74	230	206	81
2220048	2220011	2217714	2217714	-	bglX	b2132	"beta-D-glucoside glucohydrolase, periplasmic"	53	54	41	39	27	39	43	27	42	42	36	26	39	22	35	36
2220194	2220207	2221922	2221927	+	dld	b2133	"D-lactate dehydrogenase, FAD-binding, NADH independent"	31	34	29	39	49	75	42	47	65	43	202	250	222	257	178	173
2222929	2222892	2221960	2221960	-	pbpG	b2134	D-alanyl-D-alanine endopeptidase	82	82	92	82	118	79	61	112	75	78	67	66	69	80	86	79
2223670	2223653	2223066	2223056	-	yohC	b2135	"inner membrane protein, Yip1 family"	1	1	1	2	2	9	2	1	4	2	65	89	68	38	88	92
	2223823	2224401	2224401	+	yohD	b2136	"inner membrane protein, DedA family"	11	11	10	12	10	19	11	8	13	10	27	29	36	30	33	33
	2225292	2224531		-	yohF	b2137	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	1	0	1	1	1	2	1	1	2	1	21	25	34	18	38	36
2227004	2227004	2227087	2227121	+	yohP	b4679	expressed protein	1	1	2	2	5	2	6	5	16	4	52	95	36	146	136	73
2228410	2228407	2227460	2227460	-	dusC	b2140	tRNA-dihydrouridine synthase C	31	28	30	23	11	8	32	13	12	24	23	7	16	11	39	45
2228627	2228646	2229044		+	yohJ	b2141	"inner membrane protein, UPF0299 family"	18	15	14	7	9	41	14	9	16	9	38	63	40	55	96	88
	2229041	2229736	2229756	+	yohK	b2142	"inner membrane protein, LrgB family"	7	6	6	7	9	22	9	5	16	6	37	61	33	57	67	51
	2229866	2230750		+	cdd	b2143	cytidine/deoxycytidine deaminase	10	10	36	47	21	8	5	45	7	6	23	35	26	30	35	32
2230895	2230900	2231619	2231619	+	sanA	b2144	vancomycin high temperature exclusion protein; mutants have a defective envelope more permeable to vancomycin at 42 degrees	75	72	71	58	75	57	46	85	47	60	80	66	68	73	100	107
2231620	2231622	2231861	2231972	+	yeiS	b2145	"conserved protein, DUF2542 family"	22	24	29	23	26	21	10	34	14	20	35	22	42	26	44	58
2232055	2232055	2233293		+	preB	b2146	"Dihydropyrimidine dehydrogenase, NADH-dependent, subunit A"	3	3	2	2	1	0	3	1	1	2	27	5	25	13	31	37
	2233287	2234522	2234522	+	preA	b2147	"Dihydropyrimidine dehydrogenase, NADH-dependent, subunit B"	4	4	3	2	1	1	2	0	1	2	29	7	30	15	42	55
2235783	2235775	2234765	2234765	-	mglC	b2148	methyl-galactoside transporter subunit	2	4	0	2	0	1	16	0	4	14	37	4	49	12	42	55
2237371	2237311	2235791	2235791	-	mglA	b2149	fused methyl-galactoside transporter subunits of ABC superfamily: ATP-binding components	12	19	4	9	3	1	66	9	29	59	111	7	175	14	39	86
2238426	2238370	2237372	2237372	-	mglB	b2150	methyl-galactoside transporter subunit	38	62	16	30	14	6	188	32	98	187	348	13	672	16	45	204
2238491			2238482	-	-	predicted RNA	-	62	102	46	45	17	6	257	70	154	307	431	4	827	30	60	258
2239707	2239690	2238650	2238650	-	galS	b2151	DNA-binding transcriptional repressor	2	2	3	1	2	2	9	3	8	9	49	4	31	10	26	51
2241005	2240989	2239832	2239832	-	yeiB	b2152	predicted inner membrane protein	20	10	19	13	21	49	26	11	18	26	52	33	56	33	57	71
2241696	2241674	2241006	2241006	-	folE	b2153	GTP cyclohydrolase I	154	82	141	64	239	299	131	90	112	148	403	542	308	292	259	361
2241873	2241932	2242768	2242768	+	yeiG	b2154	S-formylglutathione hydrolase	26	26	22	29	36	51	20	35	38	19	63	76	90	77	65	60
2244909	2244791	2242800	2242724	-	cirA	b2155	catecholate siderophore receptor CirA	9	9	75	139	112	39	263	123	101	251	58	32	50	32	42	62
2246644	2246554	2245085	2245085	-	lysP	b2156	lysine transporter	177	170	159	85	30	45	195	35	62	182	108	50	100	55	95	116
2247797	2247640	2246759	2246645	-	yeiE	b2157	predicted DNA-binding transcriptional regulator	36	37	38	37	30	31	24	33	30	28	35	37	30	30	54	49
2247739	2247739	2248788	2248788	+	yeiH	b2158	"inner membrane protein, UPF0324 family"	10	10	11	9	4	11	8	4	8	7	30	8	24	15	45	54
2248836	2248862	2249719	2249721	+	nfo	b2159	endonuclease IV with intrinsic 3'-5' exonuclease activity	53	52	68	120	153	61	42	153	59	53	79	128	51	147	122	64
2249722	2249722	2250810	2250865	+	yeiI	b2160	predicted kinase	30	28	38	62	77	22	22	74	22	24	46	41	32	47	45	38
2252167	2252167	2250917	2250884	-	nupX	b2161	nucleoside permease	0	0	0	0	0	0	1	0	0	0	25	5	17	13	38	52
2253208	2253208	2252267	2252261	-	rihB	b2162	ribonucleoside hydrolase 2	0	0	0	0	0	0	1	0	0	0	25	5	22	12	53	61
2253373	2253377	2254036	2254036	+	yeiL	b2163	DNA-binding transcriptional activator of stationary phase nitrogen survival	2	3	3	2	4	6	2	4	2	4	66	18	42	33	55	65
2255357	2255357	2254107	2253558	-	psuT	b2164	predicted nucleoside transporter	1	1	1	1	1	0	1	2	1	1	26	4	24	12	34	38
	2256389	2255451	2255451	-	psuG	b2165	pseudouridine 5'-phosphate glycosidase	0	0	1	0	0	0	2	0	0	1	34	4	36	13	34	38
2257569	2257318	2256377		-	psuK	b2166	pseudouridine kinase	0	0	1	0	0	0	2	0	1	2	33	4	29	12	41	48
2259432	2259432	2257741	2257741	-	fruA	b2167	fused fructose-specific PTS enzymes: IIBcomponent/IIC components	22	25	117	70	20	22	17	31	27	12	34	27	56	25	52	58
	2260387	2259449	2259433	-	fruK	b2168	fructose-1-phosphate kinase	15	18	116	78	25	22	14	44	26	9	41	63	53	51	45	47
	2261517	2260387		-	fruB	b2169	fused fructose-specific PTS enzymes: IIA component/HPr component	8	10	87	53	16	9	8	51	12	5	23	22	20	24	15	23
2261884	2261885	2263066	2263095	+	setB	b2170	lactose/glucose efflux system	2	3	4	4	3	2	4	4	3	3	30	9	26	19	41	47
2263343	2263317	2263063	2263049	-	yeiW	b4502	"conserved protein, UPF0153 family"	3	3	2	5	1	1	2	2	4	1	22	6	13	10	28	32
2263458	2263472	2264044	2264176	+	yeiP	b2171	elongation factor P-like protein	744	727	815	623	788	414	736	843	536	852	351	271	305	346	184	374
2264267	2264267	2265733	2265733	+	yeiQ	b2172	"Predicted D-mannonate oxidoreductase, NAD-dependent"	15	18	15	11	9	4	25	14	10	24	35	9	37	17	68	76
2265734	2265851	2266837	2266837	+	yeiR	b2173	predicted enzyme	42	42	72	51	62	36	27	59	34	35	24	21	24	27	34	38
2266876	2266876	2267589	2267589	+	lpxT	b2174	Lipid A 1-diphosphate synthase; undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase	152	154	476	316	281	70	135	396	81	159	47	32	37	56	67	81
2267837	2268001	2268567	2268574	+	spr	b2175	"mutational suppressor of prc thermosensitivity, outer membrane lipoprotein"	624	699	859	709	384	300	1069	936	702	1217	1037	180	700	152	132	760
2268699	2268748	2270304	2270385	+	rtn	b2176	"resistance protein for phages lambda and N4, when overexpressed"	13	13	19	19	25	19	14	29	20	14	52	25	37	35	49	60
2270386	2270386	2272200		+	yejA	b2177	"microcin C transporter YejABEF, periplasmic binding protein; ABC family"	12	13	16	16	17	18	10	18	19	11	54	30	47	45	55	59
	2272201	2273295		+	yejB	b2178	"microcin C transporter YejABEF, permease subunit; ABC family"	7	6	9	7	10	11	11	10	10	8	35	14	25	25	42	43
	2273295	2274320	2274321	+	yejE	b2179	"microcin C transporter YejABEF, permease subunit; ABC family"	7	7	10	11	8	20	10	9	22	10	40	17	36	20	46	56
2274322	2274322	2275911	2275917	+	yejF	b2180	"microcin C transporter, ATP-binding subunit; ABC family"	9	9	12	12	15	21	11	17	19	11	37	18	31	29	34	34
2276419	2276259	2275915	2275915	-	yejG	b2181	predicted protein	132	121	77	75	60	27	62	62	41	74	51	108	64	93	95	73
2277809	2277782	2276592	2276422	-	bcr	b2182	bicyclomycin/multidrug efflux system	55	48	69	51	39	44	59	34	39	63	44	40	39	39	61	63
2278510	2278505	2277810	2277810	-	rsuA	b2183	16S rRNA U516 pseudouridine synthase	197	187	191	122	107	113	169	101	103	172	54	75	82	52	64	57
2278557	2278654	2280414	2280500	+	yejH	b2184	predicted ATP-dependent DNA or RNA helicase	14	15	18	17	20	18	12	22	13	11	37	19	31	28	42	45
2280501			2280538	+	-	predicted RNA	-	2422	2354	3552	2737	2106	704	2505	2621	1142	2958	424	237	540	311	201	360
2280539	2280539	2280823	2280823	+	rplY	b2185	50S ribosomal subunit protein L25	6497	5880	7348	6023	5270	1398	4916	6886	2492	5596	777	708	1006	592	318	721
2281985	2281969	2280962	2280962	-	yejK	b2186	nucleotide associated protein	210	198	240	219	197	158	197	221	174	216	72	48	88	47	61	65
2282136	2282151	2282378	2282378	+	yejL	b2187	"conserved protein, UPF0352 family"	456	443	561	551	432	214	411	581	258	430	285	306	214	320	315	257
2282398	2282398	2284158	2284169	+	yejM	b2188	"predicted hydrolase, inner membrane"	71	71	99	91	82	53	86	95	61	81	78	78	63	90	82	78
2284233			2284309	+	proL	b2189	Pro tRNA	37	39	26	34	16	3	37	23	2	20	17	21	32	22	30	43
2288196	2288103	2287087	2287017	-	insH	b2192	IS5 transposase and trans-activator	82	94	65	69	61	54	98	77	70	96	101	41	97	67	61	94
	2288522	2289169		+	narP	b2193	DNA-binding response regulator in two-component regulatory system with NarQ or NarX	67	71	44	31	9	22	27	12	20	29	24	16	27	13	25	30
	2290432	2289380	2289380	-	ccmH	b2194	"heme lyase, CcmH subunit"	11	12	15	15	15	15	17	15	20	15	30	15	20	17	45	50
	2290986	2290429		-	ccmG	b2195	periplasmic thioredoxin of cytochrome c-type biogenesis	15	16	17	11	11	21	25	11	25	18	28	14	24	23	50	53
	2292926	2290983		-	ccmF	b2196	"heme lyase, CcmF subunit"	7	7	8	7	2	8	9	2	7	7	32	4	34	12	58	66
	2293402	2292923		-	ccmE	b2197	periplasmic heme chaperone	22	20	17	17	13	31	21	12	22	21	54	16	53	30	73	75
	2293608	2293399		-	ccmD	b2198	cytochrome c biogenesis protein	20	19	19	24	26	41	23	18	36	25	27	22	32	23	63	68
2294354	2294342	2293605		-	ccmC	b2199	heme exporter subunit	23	21	23	22	20	32	27	20	26	28	45	21	45	29	96	101
	2295046	2294384	2294355	-	ccmB	b2200	heme exporter subunit	12	11	16	10	12	12	8	12	11	10	21	12	19	23	35	41
