Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression CV104_pHDB3_5	Expression CV104_pHDB3_10	Expression CV104_pHDB3_20	Expression CV104_pLCV1_5	Expression CV104_pLCV1_10	Expression CV104_pLCV1_20
	2693823	2695379		+	mltF	b2558	"membrane-bound lytic transglycosylase F, murein hydrolase"	22	24	24	21	21	21
	2695879	2695376		-	tadA	b2559	tRNA-specific adenosine deaminase	76	82	77	70	82	69
	2696572	2695937		-	pgpC	b2560	conserved protein	33	34	41	36	34	46
	2696781	2697629		+	yfhH	b2561	predicted DNA-binding transcriptional regulator	25	27	31	27	25	30
	2697685	2697945		+	yfhL	b2562	predicted 4Fe-4S cluster-containing protein	61	61	76	73	72	65
	2698219	2698139		-	shoB	b4687	toxic membrane protein	49	51	64	30	59	66
2698542			2698618	+	ohsC	b4608	-	4	0	2	14	2	3
	2699020	2698640		-	acpS	b2563	holo-[acyl-carrier-protein] synthase 1	71	67	59	73	61	62
	2699751	2699020		-	pdxJ	b2564	pyridoxine 5'-phosphate synthase	143	127	121	148	130	116
	2700491	2699763		-	recO	b2565	gap repair protein	94	92	92	102	85	93
	2701408	2700503	2700503	-	era	b2566	"membrane-associated, 16S rRNA-binding GTPase"	371	370	412	368	359	394
2702090	2702085	2701405		-	rnc	b2567	RNase III	341	349	371	315	334	364
2703331	2703331	2702357	2702357	-	lepB	b2568	leader peptidase (signal peptidase I)	307	307	311	285	295	280
2705200	2705146	2703347	2703332	-	lepA	b2569	"back-translocating Elongation Factor EF4, GTPase"	443	439	452	409	410	432
	2705823	2705344		-	rseC	b2570	RseC protein involved in reduction of the SoxR iron-sulfur cluster	63	70	71	65	74	77
	2706776	2705820		-	rseB	b2571	"anti-sigma E factor, binds RseA"	117	121	134	114	120	127
	2707426	2706776		-	rseA	b2572	anti-sigma factor	187	187	200	184	202	193
	2708034	2707459		-	rpoE	b2573	"RNA polymerase, sigma 24 (sigma E) factor"	181	191	222	184	233	189
	2708442	2710064		+	nadB	b2574	"quinolinate synthase, L-aspartate oxidase (B protein) subunit"	196	213	164	195	211	171
	2710786	2710049		-	yfiC	b2575	tRNA (adenine-N(6)-)-methyltransferase	40	44	48	42	46	44
	2710918	2712252		+	srmB	b2576	ATP-dependent RNA helicase	144	139	124	143	124	136
	2713342	2712461		-	yfiE	b2577	predicted DNA-binding transcriptional regulator	20	16	18	18	13	16
	2713445	2714032		+	eamB	b2578	cysteine and O-acetylserine exporter	7	6	5	12	5	6
2714504	2714471	2714088	2714088	-	yfiD	b2579	autonomous glycyl radical cofactor	1085	778	1083	957	934	1068
	2714776	2715465		+	ung	b2580	uracil-DNA-glycosylase	71	68	72	65	73	65
2716550	2716550	2715513	2715513	-	yfiF	b2581	predicted methyltransferase	275	252	223	241	221	221
	2716757	2717176		+	trxC	b2582	thioredoxin 2	94	84	95	90	91	98
	2717245	2717943		+	yfiP	b2583	"conserved protein, DTW domain"	39	40	44	65	38	38
	2717975	2720635		+	yfiQ	b2584	inhibiting acetyltransferase for acetyl-CoA synthetase	15	17	16	20	18	18
2720729	2720749	2722104	2722104	+	pssA	b2585	phosphatidylserine synthase (CDP-diacylglycerol-serine O-phosphatidyltransferase)	255	251	273	250	284	253
	2722150	2722473		+	yfiM	b2586	required for high salt suppression of motility; probable lipoprotein	103	141	133	98	127	149
2723768	2723768	2722470		-	kgtP	b2587	alpha-ketoglutarate transporter	671	763	808	657	834	802
2724210			2724091	-	rrfG	b2588	5S ribosomal RNA of rrnG operon	1715	1957	2353	1857	1559	3157
2727206			2724303	-	rrlG	b2589	23S ribosomal RNA of rrnG operon	123692	174752	171767	414914	155343	188966
2727466			2727391	-	gltW	b2590	Glu tRNA	1437	1519	1686	1083	1240	1758
2729179			2727638	-	rrsG	b2591	16S ribosomal RNA of rrnG operon	29883	42056	37273	97668	31325	39827
	2732195	2729622	2729622	-	clpB	b2592	protein disaggregation chaperone	405	313	215	480	334	217
2732317			2732175	-	ryfD	b4609	-	194	223	286	187	196	321
	2733056	2732325		-	yfiH	b2593	"conserved protein, UPF0124 family"	108	107	104	105	102	111
	2734033	2733053		-	rluD	b2594	"23S rRNA pseudouridine synthase; specific to U1911, U1915, and U1917"	164	163	177	173	164	166
2734159	2734168	2734905	2734905	+	bamD	b2595	"lipoprotein required for OM biogenesis, in BamABCDE complex"	431	420	436	400	423	425
	2735176	2735517	2735517	+	raiA	b2597	cold shock protein associated with 30S ribosomal subunit	213	173	180	213	193	164
	2735621	2735668		+	pheL	b2598	pheA gene leader peptide	20	31	34	30	23	38
	2735767	2736927		+	pheA	b2599	fused chorismate mutase P/prephenate dehydratase	127	140	135	142	147	137
	2738091	2736970		-	tyrA	b2600	fused chorismate mutase T/prephenate dehydrogenase	66	66	68	66	71	70
	2739172	2738102		-	aroF	b2601	"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible"	60	62	65	58	64	48
	2739382	2739747		+	yfiL	b2602	lipoprotein	8	13	10	17	12	8
	2739897	2740415		+	yfiR	b2603	probable periplasmic inhibitor of YfiN activity	25	28	33	33	26	31
	2740405	2741631		+	yfiN	b2604	probable inner membrane diguanylate cyclase	16	14	18	22	17	17
	2741647	2742129		+	yfiB	b2605	"probable positive effector of YfiN activity, OM lipoprotein"	42	41	40	39	33	37
2742593	2742552	2742205	2742186	-	rplS	b2606	50S ribosomal subunit protein L19	9223	8265	9541	7172	9426	8967
2743364	2743361	2742594	2742594	-	trmD	b2607	"tRNA m(1)G37 methyltransferase, SAM-dependent"	8109	7498	8121	8075	7214	7698
2743940	2743940	2743392	2743365	-	rimM	b2608	16S rRNA processing protein	10981	9947	11467	11443	10487	10693
2744238	2744207	2743959	2743941	-	rpsP	b2609	30S ribosomal subunit protein S16	7136	6752	6915	6700	6466	6995
2745817	2745817	2744456	2744432	-	ffh	b2610	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)	335	318	314	299	295	321
	2745984	2746775		+	ypjD	b2611	predicted inner membrane protein	55	61	63	52	59	49
	2746796	2748082		+	yfjD	b4461	"inner membrane protein, UPF0053 family"	50	46	53	48	51	51
2748733	2748730	2748137	2748137	-	grpE	b2614	heat shock protein	1394	1219	1038	1382	1335	1035
	2748853	2749731		+	nadK	b2615	NAD kinase	43	38	42	43	47	40
	2749817	2751478		+	recN	b2616	recombination and repair protein	47	42	45	52	43	43
2751620	2751627	2751968	2751968	+	bamE	b2617	lipoprotein component of BamABCDE OM biogenesis complex	628	553	596	609	641	581
	2752320	2752030	2752030	-	ratB	b2618	"conserved protein, UPF0125 family"	186	163	179	192	155	154
2752786	2752786	2752310		-	ratA	b2619	"toxic protein, UPF0083 family"	195	178	209	195	210	187
2752900	2752918	2753400	2753416	+	smpB	b2620	trans-translation protein	262	250	278	277	270	246
2753615			2753977	+	ssrA	b2621	-	76587	68240	75408	61565	68484	69338
	2754181	2755422		+	intA	b2622	CP4-57 prophage; integrase	50	49	55	61	51	52
	2756622	2755666		-	yfjH	b2623	CP4-57 prophage; predicted protein	12	12	14	21	17	17
	2756666	2756878		+	alpA	b2624	CP4-57 prophage; DNA-binding transcriptional activator	2	5	3	6	1	1
	2757007	2758416		+	yfjI	b2625	CP4-57 prophage; predicted protein	2	3	2	7	3	2
	2758569	2759195		+	yfjJ	b2626	CP4-57 prophage; predicted protein	6	9	8	23	11	7
	2761562	2759373		-	yfjK	b2627	CP4-57 prophage; conserved protein	22	23	23	25	26	22
	2763175	2761559		-	yfjL	b2628	CP4-57 prophage; predicted protein	30	34	38	44	35	32
	2763798	2763535		-	yfjM	b2629	CP4-57 prophage; predicted protein	4	7	9	13	7	5
	2763940	2765013		+	rnlA	b2630	CP4-57 prophage; RNase LS	119	111	136	134	135	120
	2765006	2765377		+	rnlB	b2631	CP4-57 prophage; predicted protein	69	59	75	83	83	77
	2765732	2766595		+	yfjP	b2632	CP4-57 prophage; predicted GTP-binding protein	2	3	4	9	3	3
	2766687	2767508		+	yfjQ	b2633	CP4-57 prophage; predicted protein	4	5	3	11	4	3
	2767725	2768426		+	yfjR	b2634	CP4-57 prophage; predicted DNA-binding transcriptional regulator	3	2	4	6	4	1
	2768467	2768703		+	ypjK	b2635	CP4-57 prophage; predicted inner membrane protein	3	3	1	6	1	2
	2768703	2769146		+	yfjS	b2636	CP4-57 prophage; predicted protein	3	4	3	6	3	3
	2769170	2769637		+	yfjT	b2637	CP4-57 prophage; predicted protein	6	5	7	8	8	7
	2771340	2773043		+	yfjW	b2642	CP4-57 prophage; predicted inner membrane protein	7	7	10	12	9	8
	2773941	2774399		+	yfjX	b2643	CP4-57 prophage; predicted antirestriction protein	1	3	2	4	1	3
	2774408	2774890		+	yfjY	b2644	CP4-57 prophage; predicted DNA repair protein	1	1	1	5	0	1
	2774899	2775099		+	ypjJ	b4548	predicted protein	1	1	3	4	4	0
	2775137	2775454		+	yfjZ	b2645	CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system	1	4	2	5	3	2
	2775475	2775804		+	ypjF	b2646	CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system	7	6	7	10	5	6
2775994			2776007	+	psaA	b4645	-	12	11	7	46	12	10
	2780748	2776168		-	ypjA	b2647	adhesin-like autotransporter	6	5	6	9	6	5
2783859			2783784	-	ileY	b2652	Ile tRNA	3	2	1	2	0	4
	2787007	2787984		+	csiD	b2659	carbon starvation induced gene	2	3	4	7	4	7
	2788004	2789272		+	lhgO	b2660	L-2-hydroxyglutarate oxidase	2	5	4	4	3	4
	2789295	2790743		+	gabD	b2661	"succinate-semialdehyde dehydrogenase I, NADP-dependent"	3	6	6	7	6	9
	2790757	2792037		+	gabT	b2662	"4-aminobutyrate aminotransferase, PLP-dependent"	4	7	7	7	6	9
	2792275	2793675		+	gabP	b2663	gamma-aminobutyrate transporter	3	6	7	15	6	6
	2793696	2794358		+	csiR	b2664	DNA-binding transcriptional repressor of csiD	18	16	15	19	18	14
	2794808	2794359		-	ygaU	b2665	predicted protein	64	74	74	60	100	82
	2795050	2794892		-	yqaE	b2666	"regulated by cyaR sRNA, UPF0057 family; predicted membrane protein"	73	73	85	73	73	100
	2795233	2795532		+	ygaV	b2667	tributyltin-inducible repressor of ygaVP	17	23	20	26	13	25
	2795542	2796066		+	ygaP	b2668	predicted inner membrane protein with hydrolase activity	25	23	21	23	29	26
2796524	2796517	2796113	2796113	-	stpA	b2669	"DNA binding protein, nucleoid-associated"	582	571	651	592	637	593
	2797186	2797635		+	alaE	b2670	"alanine exporter, alanine-inducible, stress-responsive"	15	13	16	15	12	16
	2798016	2797672		-	ygaC	b2671	predicted protein	8	13	10	14	18	10
	2798156	2798497		+	ygaM	b2672	predicted protein	24	50	52	41	61	54
	2798745	2798990		+	nrdH	b2673	Hydrogen donor for NrdEF electron transport system; glutaredoxin-like protein	19	43	18	20	41	22
	2798987	2799397		+	nrdI	b2674	flavodoxin required for NrdEF cluster assembly	24	39	19	25	31	15
	2799370	2801514		+	nrdE	b2675	"ribonucleoside-diphosphate reductase 2, alpha subunit"	14	23	12	16	22	17
	2801524	2802483		+	nrdF	b2676	"ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein"	8	13	9	9	17	8
	2802837	2804039		+	proV	b2677	glycine betaine transporter subunit	18	27	23	26	29	20
	2804032	2805096		+	proW	b2678	glycine betaine transporter subunit	9	14	10	9	14	11
	2805154	2806146		+	proX	b2679	glycine betaine transporter subunit	15	19	16	21	21	16
	2807639	2808376		+	ygaZ	b2682	"probable L-valine exporter, norvaline resistance"	123	124	113	119	120	120
	2808366	2808701		+	ygaH	b2683	"probable L-valine exporter, norvaline resistance"	97	100	98	72	99	93
2808792	2808792	2809322	2809343	+	mprA	b2684	DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux	517	514	550	506	598	530
	2809449	2810621		+	emrA	b2685	multidrug efflux system	108	113	114	107	117	114
	2810638	2812176		+	emrB	b2686	multidrug efflux system protein	56	58	55	49	57	60
2812755	2812755	2812240	2812240	-	luxS	b2687	S-ribosylhomocysteine lyase	497	503	546	515	572	512
2812824			2812901	+	micA	b4442	-	290	254	343	280	335	289
	2814461	2812905		-	gshA	b2688	glutamate-cysteine ligase	234	227	245	217	238	231
	2814962	2814534		-	yqaA	b2689	"inner membrane protein, COG1238 family"	164	160	159	158	162	153
	2815525	2814959		-	yqaB	b2690	fructose-1-P and 6-phosphogluconate phosphatase	114	107	110	119	120	99
2815882			2815806	-	argQ	b2691	Arg tRNA	495	424	493	437	507	473
2816157			2816081	-	argZ	b2692	Arg tRNA	1474	1321	1505	1272	1451	1405
2816296			2816220	-	argY	b2693	Arg tRNA	2058	1904	2152	1874	2118	1952
2816571			2816495	-	argV	b2694	Arg tRNA	3573	3381	3226	2674	2793	3390
2816667			2816575	-	serV	b2695	Ser tRNA	3405	3427	3022	2609	2548	3728
2817246	2817168	2816983	2816983	-	csrA	b2696	pleiotropic regulatory protein for carbon source metabolism	1660	1584	1912	1728	1757	1693
2820037	2820033	2817403	2817263	-	alaS	b2697	alanyl-tRNA synthetase	789	779	789	759	763	738
	2820661	2820161		-	recX	b2698	regulatory protein for RecA	10	13	10	16	11	12
2821793	2821791	2820730	2820730	-	recA	b2699	DNA strand exchange and recombination protein with protease and nuclease activity	490	476	466	467	463	457
	2822368	2821871		-	ygaD	b2700	conserved protein	67	69	58	77	65	67
	2823598	2822513		-	mltB	b2701	membrane-bound lytic murein transglycosylase B	42	45	42	44	35	43
	2823854	2824417		+	srlA	b2702	glucitol/sorbitol-specific enzyme IIC component of PTS	2	1	2	4	3	4
	2824414	2825373		+	srlE	b2703	glucitol/sorbitol-specific enzyme IIB component of PTS	3	2	1	4	4	2
	2825384	2825755		+	srlB	b2704	glucitol/sorbitol-specific enzyme IIA component of PTS	2	4	2	5	7	2
	2825759	2826538		+	srlD	b2705	sorbitol-6-phosphate dehydrogenase	7	7	8	9	9	8
	2826643	2827002		+	gutM	b2706	DNA-binding transcriptional activator of glucitol operon	4	5	3	8	5	4
	2827069	2827842		+	srlR	b2707	DNA-bindng transcriptional repressor	46	39	45	60	43	45
	2827835	2828800		+	gutQ	b2708	D-arabinose 5-phosphate isomerase	37	30	31	32	26	35
	2830311	2828797		-	norR	b2709	Anaerobic nitric oxide reductase DNA-binding transcriptional activator	19	18	14	22	17	14
	2830498	2831937		+	norV	b2710	anaerobic nitric oxide reductase flavorubredoxin	4	3	3	7	3	4
	2831934	2833067		+	norW	b2711	NADH:flavorubredoxin oxidoreductase	1	3	2	8	2	2
	2835447	2833195		-	hypF	b2712	carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases	5	5	6	7	6	6
	2836127	2835600		-	hydN	b2713	"formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit"	5	5	4	7	3	5
	2837286	2836276		-	ascG	b2714	DNA-binding transcriptional repressor	24	27	29	26	26	27
	2837546	2839003		+	ascF	b2715	fused cellobiose/arbutin/salicin-specific PTS enzymes: IIB component/IC component	5	6	3	6	5	4
	2839012	2840436		+	ascB	b2716	cryptic 6-phospho-beta-glucosidase	6	7	7	8	7	9
	2841065	2840595		-	hycI	b2717	protease involved in processing C-terminal end of HycE	26	23	22	21	22	19
	2841468	2841058		-	hycH	b2718	protein required for maturation of hydrogenase 3	14	10	10	17	9	12
	2842232	2841465		-	hycG	b2719	"hydrogenase 3 and formate hydrogenase complex, HycG subunit"	8	5	4	14	2	5
	2842774	2842232		-	hycF	b2720	formate hydrogenlyase complex iron-sulfur protein	5	2	2	5	3	2
	2844493	2842784		-	hycE	b2721	"hydrogenase 3, large subunit"	5	3	2	6	3	2
	2845434	2844511		-	hycD	b2722	"hydrogenase 3, membrane subunit"	2	2	1	4	1	1
	2847263	2845437		-	hycC	b2723	"hydrogenase 3, membrane subunit"	2	1	1	5	1	1
	2847871	2847260		-	hycB	b2724	"hydrogenase 3, Fe-S subunit"	1	2	0	8	1	0
	2848457	2847996		-	hycA	b2725	regulator of the transcriptional regulator FhlA	1	1	2	5	2	0
	2848669	2849019		+	hypA	b2726	protein involved in nickel insertion into hydrogenases 3	7	8	7	12	3	5
	2849023	2849895		+	hypB	b2727	GTP hydrolase involved in nickel liganding into hydrogenases	23	27	23	48	19	22
	2849886	2850158		+	hypC	b2728	protein required for maturation of hydrogenases 1 and 3	16	9	8	13	7	10
	2850158	2851279		+	hypD	b2729	protein required for maturation of hydrogenases	17	15	14	18	14	14
	2851276	2852286		+	hypE	b2730	"carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein"	13	11	11	12	13	12
	2852360	2854438		+	fhlA	b2731	DNA-binding transcriptional activator	7	6	7	9	8	6
	2854828	2854475		-	ygbA	b2732	predicted protein	5	5	4	11	4	4
	2855115	2857676		+	mutS	b2733	methyl-directed mismatch repair protein	80	78	78	77	71	78
	2857782	2858438		+	pphB	b2734	serine/threonine-specific protein phosphatase 2	5	5	9	11	6	8
	2859256	2858489		-	ygbI	b2735	"predicted transcriptional regulator, DeoR family"	32	29	31	34	27	34
	2859452	2860360		+	ygbJ	b2736	"predicted dehydrogenase, with NAD(P)-binding Rossmann-fold domain"	4	3	2	6	3	4
	2860357	2861523		+	ygbK	b2737	conserved protein	3	3	4	6	5	5
	2861615	2862253		+	ygbL	b2738	predicted class II aldolase	3	3	4	7	2	5
	2862258	2863034		+	ygbM	b2739	conserved protein	5	6	5	6	6	5
	2863123	2864487		+	ygbN	b2740	predicted transporter	3	5	4	7	4	4
2865635	2865573	2864581	2864581	-	rpoS	b2741	"RNA polymerase, sigma S (sigma 38) factor"	697	765	585	783	844	597
2866775	2866775	2865636	2865636	-	nlpD	b2742	"activator of AmiC murein hydrolase activity, lipoprotein"	524	546	456	588	559	464
	2867541	2866915		-	pcm	b2743	L-isoaspartate protein carboxylmethyltransferase type II	113	124	125	121	126	130
	2868296	2867535		-	surE	b2744	broad specificity 5'(3')-nucleotidase and polyphosphatase	137	156	145	125	120	141
	2869326	2868277		-	truD	b2745	tRNA(Glu) U13 pseudouridine synthase	189	192	214	202	185	197
	2869802	2869323		-	ispF	b2746	"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	179	180	206	188	181	192
	2870512	2869802		-	ispD	b2747	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	172	172	162	132	160	168
	2870842	2870531		-	ftsB	b2748	cell division protein	233	236	237	203	217	231
	2871359	2871036		-	ygbE	b2749	conserved inner membrane protein	25	28	26	22	28	22
	2872014	2871409		-	cysC	b2750	adenosine 5'-phosphosulfate kinase	7	9	11	8	7	6
	2873441	2872014		-	cysN	b2751	"sulfate adenylyltransferase, subunit 1"	9	11	14	11	10	9
	2874351	2873443		-	cysD	b2752	"sulfate adenylyltransferase, subunit 2"	6	9	8	7	7	5
	2874603	2875640		+	iap	b2753	aminopeptidase in alkaline phosphatase isozyme conversion	28	27	28	28	26	24
	2876875	2876591		-	ygbF	b2754	"probable ssRNA endonuclease, CRISP-associated protein"	16	12	13	31	15	13
	2877794	2876877		-	ygbT	b2755	"CRISP-associated protein Cas1, DNA endonuclease; DNA repair protein"	10	13	11	14	9	14
	2878409	2877810		-	casE	b2756	CRISPR RNA precursor cleavage enzyme; CRISP RNA (crRNA) containing Cascade antiviral complex protein	9	13	9	15	11	10
	2879070	2878396		-	casD	b2757	CRISP RNA (crRNA) containing Cascade antiviral complex protein	10	7	8	11	9	9
	2880164	2879073		-	casC	b2758	CRISP RNA (crRNA) containing Cascade antiviral complex protein	8	9	10	19	12	8
	2880659	2880177		-	casB	b2759	CRISP RNA (crRNA) containing Cascade antiviral complex protein	3	3	4	10	5	4
	2882160	2880652		-	casA	b2760	CRISP RNA (crRNA) containing Cascade antiviral complex protein	2	4	4	8	4	3
	2885241	2882575		-	ygcB	b2761	Cas3 predicted helicase needed for Cascade anti-viral activity	3	4	4	9	4	3
2885376			2885431	+	sokX	b4701	-	1	0	0	7	4	1
	2886334	2885600		-	cysH	b2762	3'-phosphoadenosine 5'-phosphosulfate reductase	11	13	30	19	13	24
	2888121	2886409		-	cysI	b2763	"sulfite reductase, beta subunit, NAD(P)-binding, heme-binding"	8	10	23	10	11	15
	2889920	2888121		-	cysJ	b2764	"sulfite reductase, alpha subunit, flavoprotein"	8	10	15	9	10	10
	2890236	2890601		+	queD	b2765	6-pyruvoyl tetrahydrobiopterin synthase (PTPS)	112	110	119	98	112	112
	2890679	2891950		+	ygcN	b2766	predicted oxidoreductase with FAD/NAD(P)-binding domain	6	7	6	9	6	7
	2891941	2892201		+	ygcO	b2767	predicted 4Fe-4S cluster-containing protein	2	4	2	3	3	3
	2892218	2892793		+	ygcP	b2768	predicted anti-terminator regulatory protein	2	2	3	8	5	5
	2893801	2892941		-	ygcQ	b2769	predicted flavoprotein	3	4	3	5	3	2
	2894577	2893798		-	ygcR	b2770	predicted flavoprotein	1	3	1	2	2	1
	2895892	2894555		-	ygcS	b2771	predicted transporter	1	3	2	5	1	2
	2897440	2895986		-	ygcU	b4463	predicted FAD containing dehydrogenase	2	2	3	8	3	2
	2898295	2897510		-	ygcW	b2774	predicted dehydrogenase	1	2	1	4	3	1
	2898614	2899891		+	yqcE	b2775	"inner membrane protein, predicted transporter"	2	3	4	7	3	3
	2899918	2901396		+	ygcE	b2776	predicted kinase	3	3	2	7	2	3
	2903440	2902769		-	queE	b2777	7-carboxy-7-deazaguanine synthase; queosine biosynthesis	87	84	94	78	77	80
	2903579	2903719		+	yqcG	b4682	expressed protein	0	1	1	5	0	1
	2903733	2904605		+	ygcG	b2778	predicted protein	2	2	4	9	3	2
2905963	2905963	2904665	2904662	-	eno	b2779	enolase	3366	3093	3477	3454	3252	3143
2907700	2907688	2906051	2905964	-	pyrG	b2780	CTP synthetase	1093	1046	1201	1053	1041	1141
	2908707	2907916		-	mazG	b2781	nucleoside triphosphate pyrophosphohydrolase	75	72	75	79	75	71
	2909113	2908778		-	mazF	b2782	"mRNA interferase toxin, antitoxin is MazE"	101	104	135	131	115	110
	2909361	2909113		-	mazE	b2783	antitoxin of the ChpA-ChpR toxin-antitoxin system	134	123	140	144	132	133
	2911673	2909439		-	relA	b2784	(p)ppGpp synthetase I/GTP pyrophosphokinase	99	99	102	100	95	91
